"AB106EU",10,393004,805154,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EW",10,393182,804519,"S92000003","","S08000006","","S12000033","S13002487"
"AB106EX",10,393067,805112,"S92000003","","S08000006","","S12000033","S13002486"
"AB106EY",10,393030,805093,"S92000003","","S08000006","","S12000033","S13002486"
"AB106FA",10,393158,805552,"S92000003","","S08000006","","S12000033","S13002485"
"AB106FB",10,393147,805502,"S92000003","","S08000006","","S12000033","S13002485"
"AB106FL",10,393175,804560,"S92000003","","S08000006","","S12000033","S13002487"
"AB106FN",10,393245,804576,"S92000003","","S08000006","","S12000033","S13002487"
"AB106FP",10,393203,804595,"S92000003","","S08000006","","S12000033","S13002487"
"AB106GA",10,393247,804850,"S92000003","","S08000006","","S12000033","S13002487"
"AB106HA",10,392949,805109,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HB",10,392850,805041,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HD",10,392951,805058,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HE",10,392799,804960,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HF",10,392878,805012,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HG",10,393048,804890,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HH",10,393017,804869,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HJ",10,393013,805008,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HL",10,392975,804990,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HN",10,392932,805022,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HP",10,392902,804940,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HQ",10,392868,804933,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HR",10,392992,804829,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HS",10,393078,805022,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HT",10,392963,804914,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HU",10,392869,804846,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HW",10,392383,804810,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HX",10,392775,804773,"S92000003","","S08000006","","S12000033","S13002486"
"AB106HY",10,392680,804680,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JA",10,393046,804949,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JB",10,392735,804682,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JD",10,392547,804700,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JE",10,392475,804707,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JF",10,392590,804578,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JG",10,393233,805637,"S92000003","","S08000006","","S12000033","S13002485"
"AB106JH",10,392696,804594,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JJ",10,392903,804480,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JL",10,392706,804297,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JN",10,392611,804364,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JP",10,392479,804354,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JQ",10,392578,804418,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JR",10,392318,804556,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JU",10,392776,804508,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JW",10,392947,804418,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JY",10,392709,804345,"S92000003","","S08000006","","S12000033","S13002486"
"AB106JZ",10,392694,804392,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LE",10,392554,804455,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LF",10,392583,804512,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LG",10,392415,804472,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LH",10,392427,804511,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LP",10,393304,805757,"S92000003","","S08000006","","S12000033","S13002485"
"AB106LQ",10,393190,805492,"S92000003","","S08000006","","S12000033","S13002485"
"AB106LR",10,393042,805032,"S92000003","","S08000006","","S12000033","S13002486"
"AB106LX",10,392395,804903,"S92000003","","S08000006","","S12000033","S13002485"
"AB106LZ",10,392399,804406,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NA",10,392402,804653,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NB",10,392299,804705,"S92000003","","S08000006","","S12000033","S13002486"
"AB106ND",10,392463,804558,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NJ",10,392108,804695,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NL",10,391998,804634,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NN",10,391891,804579,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NP",10,391944,804712,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NQ",10,392078,804734,"S92000003","","S08000006","","S12000033","S13002485"
"AB106NR",10,392186,804787,"S92000003","","S08000006","","S12000033","S13002485"
"AB106NU",10,392327,804819,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NW",10,392445,804882,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NY",10,392204,804749,"S92000003","","S08000006","","S12000033","S13002486"
"AB106NZ",10,392214,804622,"S92000003","","S08000006","","S12000033","S13002486"
"AB106PA",10,391690,804384,"S92000003","","S08000006","","S12000033","S13002486"
"AB106PB",10,392811,805180,"S92000003","","S08000006","","S12000033","S13002485"
"AB106PD",10,392741,805113,"S92000003","","S08000006","","S12000033","S13002485"
"AB106PE",10,391731,804465,"S92000003","","S08000006","","S12000033","S13002486"
"AB106PF",10,391735,804655,"S92000003","","S08000006","","S12000033","S13002486"
"AB106PG",10,391732,804508,"S92000003","","S08000006","","S12000033","S13002486"
"AB106PH",10,392297,804850,"S92000003","","S08000006","","S12000033","S13002485"
"AB106PJ",10,392616,805030,"S92000003","","S08000006","","S12000033","S13002485"
